Song,Artist,First_Week
Fancy Sauce,Green Day,2024-01-19
Strange Days Are Here to Stay,Green Day,2024-01-19
Suzie Chapstick,Green Day,2024-01-19
Goodnight Adeline,Green Day,2024-01-19
The Kids from Yesterday,My Chemical Romance,2024-01-19
Vampire Money,My Chemical Romance,2024-01-19
Take Back,Green Day,2024-01-19
King for a Day,Green Day,2024-01-19
Macy's Day Parade,Green Day,2024-01-26
Warning,Green Day,2024-01-26
Waiting,Green Day,2024-01-26
Last Ride In,Green Day,2024-01-26
Minority,Green Day,2024-01-26
Scattered,Green Day,2024-01-26
The Grouch,Green Day,2024-01-26
Jesus of Suburbia,Green Day,2024-01-26
Last of the American Girls,Green Day,2024-01-26
East Jesus Nowhere,Green Day,2024-01-26
Oh Love,Green Day,2024-01-26
Nuclear Family,Green Day,2024-01-26
Wife,(G)I-DLE,2024-01-26
Longview,Green Day,2024-01-26
Oh Yeah!,Green Day,2024-02-02
Father of All...,Green Day,2024-02-02
Revolution Radio,Green Day,2024-02-02
Geek Stink Breath,Green Day,2024-02-02
Still Breathing,Green Day,2024-02-02
Jaded,Green Day,2024-02-02
Brain Stew,Green Day,2024-02-02
Extraordinary Girl / Letterbomb,Green Day,2024-02-02
Meet Me on the Roof,Green Day,2024-02-09
Graffitia,Green Day,2024-02-09
Thank You for the Venom,My Chemical Romance,2024-02-09
Stuck With Me,Green Day,2024-02-09
Too Much Too Soon,Green Day,2024-02-16
Governator,Green Day,2024-02-16
Shoplifter,Green Day,2024-02-16
Before the Lobotomy,Green Day,2024-02-16
Last Night on Earth,Green Day,2024-02-16
Blood Sex and Booze,Green Day,2024-02-16
X-Kid,Green Day,2024-02-16
Stray Heart,Green Day,2024-02-16
The Static Age,Green Day,2024-02-23
Murder City,Green Day,2024-02-23
Whatsername,Green Day,2024-02-23
Homecoming,Green Day,2024-02-23
Mobile,Avril Lavigne,2024-03-01
Misery,Green Day,2024-03-01
Bulong !!!,Kitchie Nadal,2024-03-01
Same Ground,Kitchie Nadal,2024-03-01
Hold On,Green Day,2024-03-01
Castaway,Green Day,2024-03-01
Church on Sunday,Green Day,2024-03-01
Jackass,Green Day,2024-03-01
Deadbeat Holiday,Green Day,2024-03-01
Fashion Victim,Green Day,2024-03-01
The End.,My Chemical Romance,2024-03-08
Disenchanted,My Chemical Romance,2024-03-08
House of Wolves,My Chemical Romance,2024-03-08
The Sharpest Lives,My Chemical Romance,2024-03-08
This Is How I Disappear,My Chemical Romance,2024-03-08
Cancer,My Chemical Romance,2024-03-08
intro (end of the world),Ariana Grande,2024-03-08
ordinary things (feat. Nonna),Ariana Grande,2024-03-08
imperfect for you,Ariana Grande,2024-03-08
i wish i hated you,Ariana Grande,2024-03-08
we can't be friends (wait for your love),Ariana Grande,2024-03-08
the boy is mine,Ariana Grande,2024-03-08
true story,Ariana Grande,2024-03-08
supernatural,Ariana Grande,2024-03-08
eternal sunshine,Ariana Grande,2024-03-08
Saturn Returns Interlude,Ariana Grande,2024-03-08
don't wanna break up again,Ariana Grande,2024-03-08
bye,Ariana Grande,2024-03-08
Keep Holding On,Avril Lavigne,2024-03-08
Uptight,Green Day,2024-03-15
Prosthetic Head,Green Day,2024-03-15
Haushinka,Green Day,2024-03-15
Jinx,Green Day,2024-03-15
All the Time,Green Day,2024-03-15
Reject,Green Day,2024-03-15
Walking Alone,Green Day,2024-03-15
Worry Rock,Green Day,2024-03-15
I LUV IT (feat. Playboi Carti),Camila Cabello,2024-03-29
Forever Now,Green Day,2024-03-29
¿Viva la Gloria? (Little Girl),Green Day,2024-03-29
Fire Ready Aim,Green Day,2024-04-05
Sugar Youth,Green Day,2024-04-05
Mask (Parody),--,2024-04-05
Buddy Holly,Weezer,2024-04-12
Cansa' de Rodeos,Nico Ruiz,2024-04-12
Mr. Genius,Nico Ruiz,2024-04-12
The Taste Of Your Love,Nico Ruiz,2024-04-12
Amor a Primera Música,Nico Ruiz,2024-04-12
Cadillac,Nico Ruiz,2024-04-12
Chela Con Limón,Nico Ruiz,2024-04-12
Sold Out,Nico Ruiz,2024-04-12
Robin,Taylor Swift,2024-04-19
The Manuscript,Taylor Swift,2024-04-19
The Bolter,Taylor Swift,2024-04-19
Peter,Taylor Swift,2024-04-19
Cassandra,Taylor Swift,2024-04-19
The Prophecy,Taylor Swift,2024-04-19
I Look in People's Windows,Taylor Swift,2024-04-19
thanK you aIMee,Taylor Swift,2024-04-19
I Hate It Here,Taylor Swift,2024-04-19
So High School,Taylor Swift,2024-04-19
How Did It End?,Taylor Swift,2024-04-19
Chloe or Sam or Sophia or Marcus,Taylor Swift,2024-04-19
The Albatross,Taylor Swift,2024-04-19
imgonnagetyouback,Taylor Swift,2024-04-19
The Black Dog,Taylor Swift,2024-04-19
Karma's a Bitch,Brit Smith,2024-04-19
Chump,Green Day,2024-04-19
Having a Blast,Green Day,2024-04-19
Ha Ha You're Dead,Green Day,2024-04-26
On the Wagon,Green Day,2024-04-26
Do Da Da,Green Day,2024-04-26
Rotting,Green Day,2024-04-26
Sick of Me,Green Day,2024-04-26
Tired of Waiting for You,Green Day,2024-04-26
Scumbag,Green Day,2024-04-26
I Want to Be on T.V.,Green Day,2024-04-26
Espionage,Green Day,2024-04-26
Don't Wanna Fall in Love,Green Day,2024-04-26
Outsider,Green Day,2024-04-26
You Lied,Green Day,2024-04-26
Desensitized,Green Day,2024-04-26
Suffocate,Green Day,2024-04-26
All the Small Things,blink-182,2024-04-26
1985,Bowling for Soup,2024-04-26
I Can Do It with a Broken Heart,Taylor Swift,2024-04-26
Florida!!! (feat. Florence + the Machine),Taylor Swift,2024-04-26
Too Dumb To Die,Green Day,2024-05-03
The Saints Are Coming,U2,2024-05-03
Back in the USA,Green Day,2024-05-03
Guilty as Sin?,Taylor Swift,2024-05-10
My Boy Only Breaks His Favorite Toys,Taylor Swift,2024-05-10
Bouncing Off The Wall,Green Day,2024-05-10
American Eulogy: Mass Hysteria / Modern World,Green Day,2024-05-10
Down Bad,Taylor Swift,2024-05-10
All by Myself,Green Day,2024-05-10
See the Light,Green Day,2024-05-10
Somewhere Now,Green Day,2024-05-17
Peacemaker,Green Day,2024-05-17
Magsayawan,VST & Company,2024-05-17
Ordinary World,Green Day,2024-05-17
Sumayaw Sumunod,The Boyfriends,2024-05-17
Bongga Ka Day,Hotdog,2024-05-17
Hataw Na,Gary Valenciano,2024-05-17
Song of the Century,Green Day,2024-05-24
Horseshoes and Handgrenades,Green Day,2024-05-24
21st Century Breakdown,Green Day,2024-05-24
Birth,ARTMS,2024-05-31
Goldfish,Yves,2024-05-31
Afterglow,Yves,2024-05-31
LOOP (feat. Lil Cherry),Yves,2024-05-31
DIORAMA,Yves,2024-05-31
My Secret Playlist,ODD EYE CIRCLE (ARTMS),2024-05-31
Love Me Like,ODD EYE CIRCLE (ARTMS),2024-05-31
Lucid,ODD EYE CIRCLE (ARTMS),2024-05-31
Je Ne Sais Quoi,ODD EYE CIRCLE (ARTMS),2024-05-31
Did You Wait?,ODD EYE CIRCLE (ARTMS),2024-05-31
Rehab,Amy Winehouse,2024-05-31
Sparkle,ARTMS,2024-05-31
Virtual Angel,ARTMS,2024-05-31
url,ARTMS,2024-05-31
Butterfly Effect,ARTMS,2024-05-31
Distress,ARTMS,2024-05-31
Unf/Air,ARTMS,2024-05-31
The Hitchhiker's Guide to the Galaxy,ARTMS,2024-05-31
Air Force One,ODD EYE CIRCLE (ARTMS),2024-05-31
Fresh Out the Slammer,Taylor Swift,2024-05-31
You Know I'm No Good,Amy Winehouse,2024-05-31
I Can Fix Him (No Really I Can),Taylor Swift,2024-06-07
Who’s Afraid of Little Old Me?,Taylor Swift,2024-06-07
So Long London,Taylor Swift,2024-06-07
Favorite Son,Green Day,2024-06-14
Please Please Please,Sabrina Carpenter,2024-06-14
Espresso,Sabrina Carpenter,2024-06-14
Close to You,Gracie Abrams,2024-06-14
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5,2024-06-14
Risk,Gracie Abrams,2024-06-14
The Alchemy,Taylor Swift,2024-06-14
But Daddy I Love Him,Taylor Swift,2024-06-14
Good Form,Nicki Minaj,2024-06-14
Brutal Love,Green Day,2024-06-21
obsessed,Olivia Rodrigo,2024-06-28
In the End,Green Day,2024-06-28
HOT TO GO!,Chappell Roan,2024-06-28
Happy for You,Dua Lipa,2024-06-28
Maria,Dua Lipa,2024-06-28
Anything for Love,Dua Lipa,2024-06-28
Falling Forever,Dua Lipa,2024-06-28
Illusion,Dua Lipa,2024-06-28
French Exit,Dua Lipa,2024-06-28
Whatcha Doing,Dua Lipa,2024-06-28
These Walls,Dua Lipa,2024-06-28
Training Season,Dua Lipa,2024-06-28
End of an Era,Dua Lipa,2024-06-28
Hear Me,Kelly Clarkson,2024-06-28
I Hate Myself for Losing You,Kelly Clarkson,2024-06-28
Beautiful Disaster (Live),Kelly Clarkson,2024-06-28
You Found Me,Kelly Clarkson,2024-06-28
I Do Not Hook Up,Kelly Clarkson,2024-07-05
Beautiful Disaster,Kelly Clarkson,2024-07-05
A Moment Like This,Kelly Clarkson,2024-07-05
Before Your Love,Kelly Clarkson,2024-07-05
Miss Independent,Kelly Clarkson,2024-07-05
F.O.D.,Green Day,2024-07-05
Pulling Teeth,Green Day,2024-07-05
Super Graphic Ultra Modern Girl,Chappell Roan,2024-07-12
Casual,Chappell Roan,2024-07-12
After Midnight,Chappell Roan,2024-07-12
Red Wine Supernova,Chappell Roan,2024-07-12
Femininomenon,Chappell Roan,2024-07-12
Legendary Lovers,Katy Perry,2024-07-12
Guilty Pleasure,Chappell Roan,2024-07-12
Naked in Manhattan,Chappell Roan,2024-07-12
Outside (feat. Ellie Goulding),Calvin Harris,2024-07-12
The Trouble with Love Is,Kelly Clarkson,2024-07-12
Fortnight (feat. Post Malone),Taylor Swift,2024-07-19
Youngblood,Green Day,2024-07-19
Outlaws,Green Day,2024-07-19
Say Goodbye,Green Day,2024-07-19
Maxwell's Silver Hammer - Remastered 2009,The Beatles,2024-07-19
Troubled Times,Green Day,2024-07-19
I Can Do It With a Broken Heart - Instrumental,Taylor Swift,2024-07-19
Make You Mine,Madison Beer,2024-07-19
Angel of My Dreams,Jade,2024-07-19
Tears,Perrie,2024-07-19
Forget About Us,Perrie,2024-07-19
Forbidden Fruit,Leigh-Anne,2024-07-19
Stealin' Love,Leigh-Anne,2024-07-19
My Love (feat. Ayra Starr),Leigh-Anne,2024-07-19
Don't Say Love,Leigh-anne,2024-07-19
Piece by Piece,Kelly Clarkson,2024-07-26
Invincible,Kelly Clarkson,2024-07-26
Dark Side,Kelly Clarkson,2024-07-26
Low,Kelly Clarkson,2024-07-26
Cry,Kelly Clarkson,2024-07-26
Mr. Know It All,Kelly Clarkson,2024-07-26
All I Ever Wanted,Kelly Clarkson,2024-07-26
Already Gone,Kelly Clarkson,2024-07-26
One Minute,Kelly Clarkson,2024-07-26
Heat,Kelly Clarkson,2024-07-26
I Don't Think About You,Kelly Clarkson,2024-07-26
Love So Soft,Kelly Clarkson,2024-07-26
360,Charli xcx,2024-07-26
Don't Waste Your Time,Kelly Clarkson,2024-07-26
Sober,Kelly Clarkson,2024-07-26
Never Again,Kelly Clarkson,2024-07-26
Salamin Salamin,Bini,2024-07-26
lighthouse,Kelly Clarkson,2024-07-26
favorite kind of high,Kelly Clarkson,2024-07-26
me,Kelly Clarkson,2024-07-26
mine,Kelly Clarkson,2024-07-26
First Date,blink-182,2024-08-02
What's My Age Again?,blink-182,2024-08-02
People Like Us,Kelly Clarkson,2024-08-02
Catch My Breath,Kelly Clarkson,2024-08-02
Tie It Up,Kelly Clarkson,2024-08-02
Love It When You Hate Me (feat. blackbear),Avril Lavigne,2024-08-02
Bite Me,Avril Lavigne,2024-08-02
Bulletproof Heart,My Chemical Romance,2024-08-02
Dance Dance,Fall Out Boy,2024-08-02
Hello Kitty,Avril Lavigne,2024-08-02
S/C/A/R/E/C/R/O/W,My Chemical Romance,2024-08-02
Save Yourself I'll Hold Them Back,My Chemical Romance,2024-08-09
The Only Hope for Me Is You,My Chemical Romance,2024-08-09
Don't Leave Me,blink-182,2024-08-09
Anthem,blink-182,2024-08-09
Wendy Clear,blink-182,2024-08-09
Mutt,blink-182,2024-08-09
The Party Song,blink-182,2024-08-09
Adam's Song,blink-182,2024-08-09
Dysentery Gary,blink-182,2024-08-09
Going Away to College,blink-182,2024-08-09
Aliens Exist,blink-182,2024-08-09
Dumpweed,blink-182,2024-08-09
Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,2024-08-16
Anytime,Kelly Clarkson,2024-08-23
What's Up Lonely,Kelly Clarkson,2024-08-23
Just Missed the Train,Kelly Clarkson,2024-08-23
Juno,Sabrina Carpenter,2024-08-23
Bed Chem,Sabrina Carpenter,2024-08-23
Taste,Sabrina Carpenter,2024-08-23
Don’t Smile,Sabrina Carpenter,2024-08-23
Lie to Girls,Sabrina Carpenter,2024-08-23
Slim Pickins,Sabrina Carpenter,2024-08-23
Dumb & Poetic,Sabrina Carpenter,2024-08-23
Coincidence,Sabrina Carpenter,2024-08-23
Sharpest Tool,Sabrina Carpenter,2024-08-23
Good Graces,Sabrina Carpenter,2024-08-23
Thankful,Kelly Clarkson,2024-08-23
You Thought Wrong,Kelly Clarkson,2024-08-23
Some Kind of Miracle,Kelly Clarkson,2024-08-23
On a Plain,Nirvana,2024-08-23
Lithium,Nirvana,2024-08-23
Breed,Nirvana,2024-08-23
Timber,Pitbull,2024-08-30
Sugar We're Goin Down,Fall Out Boy,2024-09-06
Ignorance,Paramore,2024-09-06
Thnks fr th Mmrs,Fall Out Boy,2024-09-06
Misery Business,Paramore,2024-09-06
This Ain't a Scene It's an Arms Race,Fall Out Boy,2024-09-06
Brick by Boring Brick,Paramore,2024-09-06
The Ballad of Mona Lisa,Panic! at the Disco,2024-09-06
crushcrushcrush,Paramore,2024-09-06
About a Girl,Nirvana,2024-09-06
The Take Over the Breaks Over,Fall Out Boy,2024-09-06
I Miss You,blink-182,2024-09-06
I'm Just a Kid,Simple Plan,2024-09-06
LIAR LIAR,OH MY GIRL,2024-09-06
Symphony (feat. Zara Larsson),Clean Bandit,2024-09-06
Von dutch,Charli XCX,2024-09-06
In Bloom,Nirvana,2024-09-06
Come as You Are,Nirvana,2024-09-06
Ain't It Fun,Paramore,2024-09-06
My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,2024-09-13
Someone Was Listening (from Life is Strange),dodie,2024-09-20
99 Revolutions,Green Day,2024-09-20
Dirty Rotten Bastards,Green Day,2024-09-20
Push,Matchbox Twenty,2024-09-27
Accendio,IVE,2024-09-27
How Far We've Come,Matchbox Twenty,2024-09-27
If You're Gone,Matchbox Twenty,2024-09-27
Supernova,aespa,2024-09-27
3AM,Matchbox Twenty,2024-09-27
CRAZY,LE SSERAFIM,2024-09-27
Love Drunk,Boys Like Girls,2024-09-27
Real World,Matchbox Twenty,2024-09-27
Tuwing Umuulan At Kapiling Ka,Eraserheads,2024-10-04
I Don't Care,Fall Out Boy,2024-10-04
Kisapmata,Rivermaya,2024-10-04
Paano Ba Ang Magmahal,Piolo Pascual,2024-10-04
Dominated Love Slave,Green Day,2024-10-04
Way Back Into Love,Hugh Grant,2024-10-11
Emenius Sleepus,Green Day,2024-10-11
86,Green Day,2024-10-11
Panic Song,Green Day,2024-10-11
Mantra,Jennie,2024-10-18
Burnout,Green Day,2024-10-18
Wow! That's Loud,Green Day,2024-10-18
Tabing-dagat,Any Name's Okay,2024-10-18
Extraordinary Girl,Green Day,2024-10-25
Boulevard of Broken Dreams,Green Day,2024-10-25
Are We the Waiting,Green Day,2024-10-25
Holiday,Green Day,2024-10-25
She's a Rebel,Green Day,2024-10-25
Letterbomb,Green Day,2024-10-25
Give Me Novacaine,Green Day,2024-10-25
St. Jimmy,Green Day,2024-10-25
Dilaw,Maki,2024-10-25
Whiplash,aespa,2024-11-01
The Rock Show,blink-182,2024-11-08
In Too Deep,Sum 41,2024-11-08
ไหล่เธอ (You’ve Got Ma Back) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-08
Reckless Abandon,blink-182,2024-11-08
Every Time I Look For You,blink-182,2024-11-08
เพื่อนเล่น ไม่เล่นเพื่อน (Cover Version) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-08
รักหน้าตาเหมือนเธอไหม (Love Love Love) (เพลงประกอบซีรีส์ Our Skyy แฟนผมเป็นประธานนักเรียน),Gemini,2024-11-08
อยากร้องดังดัง (Cover Version) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-08
Dirty Little Secret,The All-American Rejects,2024-11-08
ก้อนหินกับดวงดาว (Rock & Star) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-08
เพลงรัก (Hook) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Gemini,2024-11-15
อีกนิด (Come Closer) [เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President],Ford Arun,2024-11-15
พูดได้ไหม (Let Me Tell You) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-15
ง้อว (Smile Please) (เพลงประกอบซีรีส์ แฟนผมเป็นประธานนักเรียน My School President),Fourth,2024-11-15
Q&A,Cherry Bullet,2024-11-15
Mixtape : Gone Days,Stray Kids,2024-11-22
Mixtape : On Track,Stray Kids,2024-11-22
TA,Stray Kids,2024-11-22
Airplane,Stray Kids,2024-11-22
Pacemaker,Stray Kids,2024-11-22
Blueprint,Stray Kids,2024-11-22
Phobia,Stray Kids,2024-11-22
Another Day,Stray Kids,2024-11-22
GO LIVE,Stray Kids,2024-11-22
Strategy,TWICE,2024-12-06
Magical,TWICE,2024-12-06
Keeper,TWICE,2024-12-06
Sweetest Obsession,TWICE,2024-12-06
Like It Like It,TWICE,2024-12-06
Kiss My Troubles Away,TWICE,2024-12-06
Strategy (feat. Megan Thee Stallion),TWICE,2024-12-06
Shut Up,blink-182,2024-12-13
Give Me One Good Reason,blink-182,2024-12-13
Online Songs,blink-182,2024-12-13
Anthem Part Two,blink-182,2024-12-13
Doughnut,TWICE,2024-12-13
Please Take Me Home,blink-182,2024-12-13
Roller Coaster,blink-182,2024-12-13
Stay Together for the Kids,blink-182,2024-12-13
Story of a Lonely Guy,blink-182,2024-12-13
Happy Holidays You Bastard,blink-182,2024-12-13
The Ballad Of Matt & Mica,Magdalena Bay,2024-12-20
Angel On A Satellite,Magdalena Bay,2024-12-20
Cry For Me,Magdalena Bay,2024-12-20
That's My Floor,Magdalena Bay,2024-12-20
Feeling Diskinserted?,Magdalena Bay,2024-12-20
Love Is Everywhere,Magdalena Bay,2024-12-20
Tunnel Vision,Magdalena Bay,2024-12-20
Watching T.V.,Magdalena Bay,2024-12-20
Vampire In The Corner,Magdalena Bay,2024-12-20
Fear Sex,Magdalena Bay,2024-12-20
Death & Romance,Magdalena Bay,2024-12-20
Image,Magdalena Bay,2024-12-20
True Blue Interlude,Magdalena Bay,2024-12-20
Killing Time,Magdalena Bay,2024-12-20
She Looked Like Me!,Magdalena Bay,2024-12-20
Shape of My Heart,Backstreet Boys,2024-12-20
Run Run Rudolph,Kelly Clarkson,2024-12-20
The Smallest Man Who Ever Lived,Taylor Swift,2024-12-20
Winter Dreams (Brandon's Song),Kelly Clarkson,2024-12-27
My Favorite Things,Kelly Clarkson,2024-12-27
Santa Can’t You Hear Me,Kelly Clarkson,2024-12-27
Christmas Isn't Canceled (Just You),Kelly Clarkson,2024-12-27
Rockin' Around the Christmas Tree,Kelly Clarkson,2024-12-27
Under the Mistletoe - Bonus Track,Kelly Clarkson,2024-12-27
Christmas Eve - Bonus Track,Kelly Clarkson,2024-12-27
Jingle Bell Rock,Kelly Clarkson,2024-12-27
It's Beginning to Look a Lot Like Christmas,Kelly Clarkson,2024-12-27
Summer Paradise,Simple Plan,2025-01-03
Motivation,Sum 41,2025-01-03
It Might Be You (เธอก็พอ) (เพลงประกอบซีรีส์ บทกวีของปีแสง Be My Favorite),Fluke Gawin,2025-01-03
สิ่งเดียวที่ไม่ยอม (Unable) [เพลงประกอบซีรีส์ บทกวีของปีแสง Be My Favorite],Fluke Gawin,2025-01-03
ย้อนเวลา (REDO) [เพลงประกอบซีรีส์ บทกวีของปีแสง Be My Favorite],Krist,2025-01-03
นานตลอดกาล (We Are Forever) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Phuwin,2025-01-03
แอบเพื่อน (Hidden Love) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Marc Natarit,2025-01-03
แค่ในวันนั้น (Truth in the Eyes) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Pond Naravit,2025-01-03
คิดถึงฉันใช่ป่ะ (Missing Me?) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Winny Thanawin,2025-01-03
หมดมุก (Jokester) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Aou Thanaboon,2025-01-03
เรามีเรา (WE ARE) (เพลงประกอบซีรีส์ We Are คือเรารักกัน),Pond Naravit,2025-01-03
Breathless,The Corrs,2025-01-10
A Little Less Sixteen Candles a Little More Touch Me,Fall Out Boy,2025-01-10
Two people,Gracie Abrams,2025-01-10
405,Gracie Abrams,2025-01-10
Unsteady,Gracie Abrams,2025-01-10
Roman Holiday,Nicki Minaj,2025-01-10
No Limit,G-Eazy,2025-01-10
Trini Dem Girls,Nicki Minaj,2025-01-10
J.A.R. (Jason Andrew Relva),Green Day,2025-01-10
Let's Get Loud,Jennifer Lopez,2025-01-10
Mamma Mia,ABBA,2025-01-10
Fat Lip,Sum 41,2025-01-17
Sway,Bic Runga,2025-01-17
Can't Stop,Red Hot Chili Peppers,2025-01-17
2000 Light Years Away,Green Day,2025-01-17
Supersonic,fromis_9,2025-01-24
ข้างๆ (เพลงประกอบซีรีส์ ปลาบนฟ้า),Louis Thanawin,2025-01-24
คนแบบไหน (เพลงประกอบซีรีส์ ปลาบนฟ้า),Mix Sahaphap,2025-01-24
CASE 143,Stray Kids,2025-01-24
Jet Lag (feat. Natasha Bedingfield),Simple Plan,2025-01-31
Wherever You Will Go,The Calling,2025-01-31
How Sweet,NewJeans,2025-01-31
Supernatural,NewJeans,2025-01-31
Christian's Inferno,Green Day,2025-01-31
Girl All the Bad Guys Want,Bowling for Soup,2025-01-31
Bent,Matchbox Twenty,2025-02-07
TKO,IVE,2025-02-07
ATTITUDE,IVE,2025-02-07
Thank U,IVE,2025-02-07
You Wanna Cry,IVE,2025-02-07
FLU,IVE,2025-02-07
REBEL HEART,IVE,2025-02-07
Mad Season,Matchbox Twenty,2025-02-14
Bright Lights,Matchbox Twenty,2025-02-14
Disease,Matchbox Twenty,2025-02-14
These Hard Times,Matchbox Twenty,2025-02-14
Hang,Matchbox Twenty,2025-02-14
Back 2 Good,Matchbox Twenty,2025-02-14
Long Day,Matchbox Twenty,2025-02-14
Our Song,Matchbox Twenty,2025-02-14
Overjoyed,Matchbox Twenty,2025-02-14
Put Your Hands Up,Matchbox Twenty,2025-02-14
Whole Lotta Woman,Kelly Clarkson,2025-02-14
Feeling This,blink-182,2025-02-21
Always,blink-182,2025-02-21
She's out of Her Mind,blink-182,2025-02-21
Obvious,blink-182,2025-02-28
Easy Target,blink-182,2025-03-07
Stockholm Syndrome,blink-182,2025-03-07
Asthenia,blink-182,2025-03-07
Call Me When You Break Up (with Gracie Abrams),Selena Gomez,2025-03-07
I'm Lost Without You,blink-182,2025-03-07
Here's Your Letter,blink-182,2025-03-07
All of This,blink-182,2025-03-07
Go,blink-182,2025-03-07
The Fallen Interlude,blink-182,2025-03-07
Down,blink-182,2025-03-07
Stockholm Syndrome Interlude,blink-182,2025-03-07
Violence,blink-182,2025-03-07
red flag collector,Kelly Clarkson,2025-03-07
skip this part,Kelly Clarkson,2025-03-07
Tócame (feat. Dillom),Six Sex,2025-03-14
Angry,Matchbox Twenty,2025-03-14
Crutch,Matchbox Twenty,2025-03-14
Black & White People,Matchbox Twenty,2025-03-14
Guess featuring billie eilish,Charli XCX,2025-03-14
Sympathy is a knife featuring ariana grande,Charli xcx,2025-03-14
365,Charli xcx,2025-03-14
Sports car,Tate McRae,2025-03-21
2 hands,Tate McRae,2025-03-21
Revolving Door,Tate McRae,2025-03-21
It's OK I'm OK,Tate McRae,2025-03-21
Miss Possessive,Tate McRae,2025-03-21
Purple Lace Bra,Tate McRae,2025-03-21
If I Can't Have You,Kelly Clarkson,2025-03-21
Don't Let Me Stop You,Kelly Clarkson,2025-03-21
Los Angeles,blink-182,2025-03-21
Teenage Satellites,blink-182,2025-03-21
No Future,blink-182,2025-03-21
Don't You Wanna Stay (feat. Kelly Clarkson),Jason Aldean,2025-03-28
Last Beautiful Girl,Matchbox Twenty,2025-03-28
Bored to Death,blink-182,2025-03-28
San Diego,blink-182,2025-03-28
Restless Heart Syndrome,Green Day,2025-03-28
¡Viva la Gloria!,Green Day,2025-03-28
You Won't Be Mine,Matchbox Twenty,2025-03-28
Stop,Matchbox Twenty,2025-03-28
Leave,Matchbox Twenty,2025-03-28
Bed of Lies,Matchbox Twenty,2025-03-28
The Burn,Matchbox Twenty,2025-03-28
Rest Stop,Matchbox Twenty,2025-03-28
Hampstead,Ariana Grande,2025-03-28
Shame,Matchbox Twenty,2025-04-04
Busted,Matchbox Twenty,2025-04-04
Kody,Matchbox Twenty,2025-04-04
Argue,Matchbox Twenty,2025-04-04
Damn,Matchbox Twenty,2025-04-04
Girl Like That,Matchbox Twenty,2025-04-04
